bonus,deferral_payments,deferred_income,director_fees,exercised_stock_options,expenses,loan_advances,long_term_incentive,other,restricted_stock,restricted_stock_deferred,salary,total_payments,total_stock_value,from_messages,from_poi_to_this_person,from_this_person_to_poi,shared_receipt_with_poi,to_messages,poi
0.09375,0.03342021502403321,1.0,0.0,0.04226891722184077,0.11271490581956,0.0,0.21479587533335381,0.0001513553105491466,0.012806186065095239,0.9270363965812531,0.18959773517940928,0.020213085980193102,0.03427995968032906,12.0,106.0,3.0,599.0,904.0,False
1.0,0.03342021502403321,1.0,0.0,0.12108269780610348,0.216542884994514,0.0,0.3955701307217234,0.00014981086860476754,0.06829493959162139,0.9270363965812531,0.30531883684976846,0.10067379142018949,0.10601820545401935,2585.0,528.0,411.0,3962.0,7259.0,False
0.075,0.03342021502403321,1.0,0.0,0.0005059335542539643,0.18196124373259664,0.0,0.06517409415804382,0.0024665703127948616,0.009608179115486339,0.9270363965812531,0.1854843789651008,0.01167102564602461,0.004136047783208469,74.0,115.0,4.0,552.0,714.0,False
0.0,0.03342021502403321,0.9895371114939964,0.2932482364796775,0.0,0.999532267018705,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.00220796115341791,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.075,0.03342021502403321,1.0,0.0,0.04512640245316927,0.01519039355140473,0.0,0.10813781694605354,4.565756498070558e-05,0.021343620860857837,0.9270363965812531,0.22506024703534191,0.013619803199104502,0.0388406509795476,63.0,305.0,14.0,1902.0,2572.0,False
0.0,0.03342021502403321,1.0,0.0,0.218614040183084,0.0642105585256357,0.0,0.0,0.0,0.025829352647467153,0.9270363965812531,0.08714447949981012,0.001076952712719308,0.16141899738274498,221.0,204.0,49.0,1063.0,1671.0,False
0.0,0.03342021502403321,0.9711076348324642,0.8097797399107443,0.0,0.12214387816211539,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0002698151395493809,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023483957870959794,0.9270363965812531,0.0,0.0,0.00794960004513147,1061.0,35.0,38.0,571.0,2649.0,False
0.0,0.25666529507930536,1.0,0.0,0.04657107012661789,0.0,0.0,0.018220037415697103,8.436514121170544e-05,0.0,0.9270363965812531,0.0727265855453909,0.008305694469667392,0.033440376809528535,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9928660826746826,0.8996912839707599,0.012020303487931193,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0008448452576570909,0.009296688169148455,0.0,0.0,0.0,0.0,0.0,False
0.0,0.061274741555771325,1.0,0.0,0.06027375261671699,0.03589304214405302,0.0,1.0,0.2720586609939314,0.0,0.9270363965812531,0.3144967235331489,0.08118030904136704,0.043015657816708984,230.0,8.0,0.0,477.0,1522.0,False
0.0,0.09268159240640547,1.0,0.0,0.009998548985594198,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0017550730330254715,0.007883908773479265,13.0,0.0,0.0,2.0,57.0,False
0.0,0.06393368646817124,1.0,0.0,0.0,0.0,0.0,0.0710581459212187,0.06571919014483872,0.0,0.9270363965812531,0.005952713051334614,0.011072424604015961,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.04375,0.03342021502403321,0.8856492977657142,0.0,0.14237479119832827,0.34337720697840124,0.0,0.0,0.0012510945025685518,0.12115079746267603,0.9270363965812531,0.15382656412822224,0.002044471062239377,0.13677024478756847,0.0,0.0,0.0,0.0,0.0,False
0.09375,0.03342021502403321,0.9785982480240476,0.0,0.0,0.04113427433632187,0.0,0.03401073650930126,0.014542465348273106,0.028290723273358732,0.9270363965812531,0.23533328893920225,0.012278722882344889,0.00939313980089299,0.0,0.0,0.0,0.0,0.0,False
0.375,0.03342021502403321,1.0,0.0,0.09557829561938053,0.2528293474032077,0.0,0.15709967322484364,0.029057323796790435,0.1894211463806254,0.9270363965812531,0.45926688491781387,0.04516785776116798,0.12457193103714434,556.0,186.0,24.0,3920.0,6019.0,False
0.024999999999999998,0.03342021502403321,1.0,0.0,0.017509935838611795,0.09411486997460254,0.0,0.4343217695533555,0.005190772847436453,0.027605436069871113,0.9270363965812531,0.16399881935608113,0.025997773093269894,0.02142308533694933,0.0,0.0,0.0,0.0,0.0,False
0.13749999999999998,0.3082563255500641,0.7948285377238694,0.0,0.030753120729056713,0.0,0.0,0.33535460759966995,9.141165758293484e-05,0.024423213216586116,0.9270363965812531,0.2264586621648618,0.03092001159175743,0.029721607958763052,16.0,12.0,0.0,114.0,136.0,False
0.0,0.0,1.0,0.026272853783770814,9.56376870597464e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0009897663661803573,0.0,0.0,0.0,0.0,0.0,0.0,False
0.10625,0.03342021502403321,1.0,0.0,0.01852331684658003,0.21159453233258876,0.0,0.07293923117078172,0.00587023077534171,0.017606854606253185,0.9270363965812531,0.20872380671275256,0.015126227608431004,0.01912850895196666,44.0,10.0,27.0,178.0,209.0,False
0.13749999999999998,0.03342021502403321,1.0,0.0,0.04725142236676986,0.3556694045802862,0.0,0.10775028889691327,5.2124915622792834e-05,0.10014223299846209,0.9270363965812531,0.3284907735197407,0.02029131132002166,0.06398993078328999,2742.0,92.0,194.0,2189.0,3329.0,False
0.0375,0.03342021502403321,0.8359199015176981,0.0,0.017213327998196363,0.0,0.0,0.05344544308604483,0.014677507490784749,0.039073564321276406,0.9270363965812531,0.22257477561466374,0.0038566415442719162,0.024659860502987633,19.0,10.0,11.0,379.0,460.0,False
0.0875,0.03342021502403321,1.0,0.0,0.0,0.0,0.0,0.09259685383196053,0.010726342358955528,0.04734686953949865,0.9270363965812531,0.2317067683652221,0.014919487141114698,0.015115970524658021,38.0,37.0,13.0,2565.0,2647.0,False
0.0,0.03342021502403321,1.0,0.0,0.04729177361007726,0.05198393096785757,0.0,0.0,0.0,0.05888348586551109,0.9270363965812531,0.19489803447984175,0.002206203714601863,0.05162754143488658,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9675309740422431,0.9100244733432507,0.0,0.005590939094171698,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,1.2350352998484652e-05,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.049999999999999996,0.4018694453157248,0.9904882053518077,0.0,0.025628279921407655,0.18821662594038374,0.0,0.0,7.509848954543116e-05,0.027744376763263075,0.249320304807923,0.1773584532124853,0.016778992596093736,0.01880578964499269,222.0,61.0,48.0,742.0,1238.0,False
0.15,0.45589672794901603,0.6044799288662835,0.0,0.1944936914644951,0.04895896626639798,0.0,0.3082451353957703,0.25679272112233825,0.26709089078800846,0.9270363965812531,0.2403600244047737,0.05440666533584129,0.21701822618471175,0.0,0.0,0.0,0.0,0.0,False
0.11249999999999999,0.2452176487427804,0.80171647757981,0.0,0.07403006208385232,0.0,0.0,0.14962042074584964,0.038666262408987725,0.061080862399667674,0.9270363965812531,0.29745207683544234,0.02274726447164683,0.07097186116718356,1053.0,156.0,71.0,2333.0,3523.0,False
0.0,0.03342021502403321,1.0,0.0,0.03856303691026629,0.0,0.0,0.0,0.0,0.03794754179296766,0.9270363965812531,0.0,0.0,0.0392406373815154,36.0,0.0,0.0,10.0,517.0,False
0.0,0.03342021502403321,1.0,0.0,0.010836172088911081,0.0,0.0,0.0,0.0,0.010411135740925125,0.6727220075622813,0.0,0.0,0.008469230413834057,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.02211332562253875,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0,0.01634957896045078,0.0,0.0,0.0,0.0,0.0,False
0.0875,0.03342021502403321,1.0,0.0,0.0,0.16249131196915587,0.0,0.0,5.463463378240878e-05,0.0085374347957626,0.9270363965812531,0.2081694799947447,0.009357569882357721,0.00346094739345721,4343.0,144.0,386.0,2639.0,7315.0,False
0.0,0.03342021502403321,1.0,0.0,0.0017333857685997687,0.0,0.0,0.0,0.0,0.010947388558521806,0.9270363965812531,0.0,0.0,0.005395961209477015,19.0,0.0,0.0,127.0,672.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.0,0.0,0.0,0.03495226564324221,0.0,0.9270363965812531,0.0,0.0034964921183262697,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.040625,0.30446598409002135,0.8335443070483673,0.0,0.0485688060317481,0.0,0.0,0.03886941315348715,0.00013755186067125887,0.02629555930369509,0.9270363965812531,0.23396546976489707,0.009988384198489079,0.04273330131027945,30.0,22.0,7.0,337.0,400.0,False
0.0875,0.03342021502403321,0.9201001259564443,0.0,0.005458772092451278,0.21138470819144706,0.0,0.029152059865115366,0.04019805923494717,0.03255940679978869,0.9270363965812531,0.2363654524871812,0.012528617163226658,0.014489614726693287,0.0,0.0,0.0,0.0,0.0,False
0.14375,0.7368837882938606,0.733338736086721,0.0,0.017722813393491816,0.3329603126379703,0.0,0.1911104097341449,0.005056309870653952,0.03550872955366775,0.3812531543979547,0.3366679924913926,0.037264124311256586,0.017235302371389805,1941.0,180.0,61.0,1847.0,4009.0,False
0.10625,0.03342021502403321,1.0,0.0,0.1265428964576616,0.22265838444153996,0.0,0.10509337016080665,1.9305524304738086e-07,0.10516767249070465,0.9270363965812531,0.3213394189288176,0.01736948238202832,0.12090713522561494,146.0,17.0,0.0,215.0,671.0,False
0.0,0.03342021502403321,1.0,0.0,0.00028539916171893266,0.0,0.0,0.0,0.0,0.005137486253271473,0.9270363965812531,0.0,0.0,0.0026393284101973767,0.0,0.0,0.0,0.0,0.0,False
0.056249999999999994,0.03342021502403321,1.0,0.0,0.0377615727132898,0.35562131988127454,0.0,0.0,0.10477716164196958,0.9380409863529212,0.9270363965812531,0.2857509237278832,0.01867866808115385,0.3089913976984781,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9928660826746826,0.8697634243485771,0.012569732538217809,0.0,0.0,0.0,0.0,0.0029869878077678617,0.8540727931625063,0.0,0.0008087115430985846,0.009680623034004581,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9928660826746826,0.8683957963433946,0.0,0.006176698154858959,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0008207046145795212,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9703942430999325,0.8297743013900218,0.0,0.000646957768520259,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,1.4291260701921256e-06,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.25,0.03342021502403321,1.0,0.0,0.041978627000327,0.7823773949458611,0.0,0.10775028889691327,0.0001149643972347153,0.04268730946461835,0.9270363965812531,0.2736628217749613,0.029342488160438867,0.043050832858110864,2681.0,94.0,83.0,1730.0,3221.0,False
0.0,0.04991545500726115,1.0,0.0,0.005134972288652648,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0004885197095749312,0.004485295866346724,0.0,0.0,0.0,0.0,0.0,False
0.0,1.0,1.0,0.0,0.0664592546770177,0.021830453351284956,0.0,0.0,0.0,0.0,0.9270363965812531,0.1176360485143864,0.029936560417806166,0.04733801735767246,17.0,10.0,17.0,119.0,128.0,False
0.125,0.03342021502403321,1.0,0.0,0.4473039255645913,0.140088213566005,0.0,0.0,0.17659313288986614,0.572682444169348,0.9270363965812531,0.23565994575517116,0.03016018967901954,0.48545265873774984,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.9540764911943951,0.0,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0011519142376037773,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.09375,0.05875958508069433,1.0,0.0,0.047659709405834055,0.278851912241053,0.0,0.019434706576743576,9.38248481210271e-05,0.06569225727074413,0.9270363965812531,0.296131051474995,0.012761294337465506,0.053929421370975825,52.0,20.0,15.0,856.0,1184.0,False
0.075,0.10758016123868033,1.0,0.0,0.09261716650192335,0.0,0.0,0.0,0.0,0.038193313043882356,0.9270363965812531,0.23866104900932097,0.01055103499482661,0.0770868661379723,29.0,0.0,0.0,300.0,533.0,False
0.0,0.03342021502403321,1.0,0.0,0.02197966576826438,0.0,0.0,0.0,0.0,0.024619667634351448,0.9270363965812531,0.0,0.0,0.023649813970008773,34.0,35.0,5.0,589.0,719.0,False
0.11249999999999999,0.03342021502403321,0.9643304133734126,0.0,0.014753678076965716,1.0,0.0,0.0,0.0049795704115426186,0.029881123399523115,0.9270363965812531,0.23704036326397648,0.012734314754762013,0.02018046444115597,49.0,52.0,0.0,1469.0,1744.0,False
0.0,0.03342021502403321,0.9928660826746826,0.8197130380536494,0.0108229254686334,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0007482826853468121,0.008459973823991458,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9969181477154628,0.0,0.0,0.22674121252125565,0.0,0.04978996912602514,0.038720124821797944,0.02607627552772737,0.9270363965812531,0.05736201674138679,0.00735937160476943,0.008728109767124341,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.0630356292744369,0.12280394993945701,0.0,0.06073345805232368,0.149977764862382,0.24758730264968232,0.9270363965812531,0.07673645544059075,0.01911548818951386,0.11929960124848815,19.0,28.0,5.0,437.0,496.0,False
0.125,0.03342021502403321,1.0,0.0,0.05886879569065025,0.1833906706941245,0.0,0.05830411973023073,0.00011882550209566293,0.27988617024577256,0.9270363965812531,0.3638560982238148,0.016874521948880294,0.1260876721936781,6759.0,140.0,387.0,3639.0,12754.0,False
0.012499999999999999,0.09275919251543688,1.0,0.0,0.03966343802375098,0.0,0.0,0.10775028889691327,1.563747468683785e-05,0.0,0.9270363965812531,0.14648173511461784,0.009650038601371093,0.028613400885145638,0.0,0.0,0.0,0.0,0.0,False
0.04375,0.03342021502403321,1.0,0.0,0.0193447528710521,0.1043437968552607,0.0,0.10813781694605354,0.02755033456956258,0.06481471570945718,0.9270363965812531,0.17921760743229745,0.013662223137120406,0.033879708804365756,16.0,1.0,8.0,723.0,936.0,False
0.125,0.03342021502403321,1.0,0.0,0.23849025910505717,0.15654629463680753,0.0,0.13504439081329195,0.036167837981090044,0.0085374347957626,0.9270363965812531,0.23647793761664707,0.022867475217915895,0.17011526854964149,0.0,0.0,0.0,0.0,0.0,False
0.09859375,0.03342021502403321,1.0,0.0,0.0,0.23221412553603513,0.0,0.0,0.0,0.0,0.9270363965812531,0.2596957682194414,0.010916022205645004,0.0008970347602851445,18.0,12.0,0.0,41.0,111.0,False
0.0,0.09177680121916945,1.0,0.0,0.007505942637650726,0.015238478250416371,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0017619386319167323,0.006142103383251037,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03601590606604617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010257494837652101,0.9270363965812531,0.0,7.687346381621292e-05,0.003977505794981264,12.0,16.0,0.0,50.0,504.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044851627462268215,0.14504687125092042,0.0,0.0,0.004752618043339598,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,0.9985435394388632,0.0,0.11779759420414072,0.24611060355039935,0.0,0.0,0.08345034894252543,0.1190616740869984,0.0,0.0004292432540418157,0.008847033906296046,0.10757133916468656,29.0,39.0,0.0,465.0,566.0,False
0.09999999999999999,0.03342021502403321,0.9882290364132261,0.0,0.0034223152972786145,0.12178979992393876,0.0,0.0,4.768464503270307e-05,0.025612372130190478,0.9270363965812531,0.28282181095659154,0.010635334120453485,0.010980268592059056,33.0,0.0,4.0,71.0,102.0,False
0.075,0.09454464712491596,1.0,0.0,0.008183005057821643,0.5085481480833877,0.0,0.08204516859024914,0.00023176281927838073,0.014433506073218966,0.9270363965812531,0.2233018794915312,0.015223195743544988,0.010949813394269228,136.0,24.0,6.0,2477.0,3136.0,False
0.0,0.03342021502403321,0.9653907988446478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,3.621096461635453e-05,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.0,0.2859143412174609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03138264483737435,0.7705683294308432,0.0,0.007477815255965217,0.008398025876583292,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.8741462322248348,0.0,0.4536266791395462,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0020574683844723405,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.01934224911425236,0.0,0.0,0.0,0.0,0.006405497905592678,0.9270363965812531,0.0,0.0,0.016336843520359644,215.0,25.0,2.0,508.0,1433.0,False
0.049999999999999996,0.03342021502403321,1.0,0.0,0.011659296693550415,0.25170154264457106,0.0,0.02429338322092947,3.1854115102817845e-05,0.013344200198161538,0.9270363965812531,0.20632832339564708,0.007842754185497455,0.013051873054679329,45.0,11.0,2.0,395.0,2192.0,False
0.0,0.6360362516408511,1.0,0.0,0.014367167899369006,0.0,0.0,0.0,0.0,0.03132323431172601,0.9270363965812531,0.0,0.017846955333330958,0.020343461798999724,28.0,0.0,0.0,22.0,232.0,False
0.0,0.03342021502403321,1.0,0.0,0.005611850618649192,0.24084751467676155,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0005320308046579429,0.004818533100680307,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.1492691766809175,0.0,0.0,0.0,0.0,0.06440520986277048,0.9270363965812531,0.0,0.0,0.12454646015696207,0.0,0.0,0.0,0.0,0.0,False
0.03125,0.03342021502403321,1.0,0.0,0.005387822611974991,0.04450457460341052,0.0,0.0,0.0002350447584101862,0.03662669067655785,0.9270363965812531,0.25966787190733387,0.005322277923054558,0.015661499000766386,56.0,25.0,19.0,117.0,258.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0,0.0008970347602851445,0.0,0.0,0.0,0.0,0.0,False
0.0625,0.03342021502403321,1.0,0.0,0.0,0.07218824722529431,0.0,0.0,0.03437068672356198,0.03466634655887054,0.9270363965812531,0.21552330781870635,0.010738598135282097,0.011307829807566077,0.0,0.0,0.0,0.0,0.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.2154544222623414,0.0,0.0,0.0,0.0,0.9270363965812531,0.0,0.0004759376064029019,0.0008970347602851445,41.0,13.0,1.0,761.0,1486.0,False
0.0375,0.03342021502403321,1.0,0.0,0.0008384091664981968,0.13836590707413352,0.004906470407850352,0.0,0.0,0.0,0.9270363965812531,0.5894553739995573,0.013390235339694044,0.0014829056927844436,67.0,7.0,0.0,728.0,898.0,False
0.0,0.03342021502403321,1.0,0.0,0.0,0.0020763847300481284,0.0,0.0,0.0,0.15020627036436332,0.9270363965812531,0.0,4.5867221847382405e-06,0.04600610597216664,19.0,4.0,7.0,471.0,573.0,False
0.08125,0.03342021502403321,1.0,0.0,0.017696232812582972,0.6022258844306116,0.0,0.0,6.805197317420175e-05,0.025685669950887748,0.9270363965812531,0.24213638956929892,0.010211955522159068,0.020976734609154533,1215.0,74.0,65.0,4527.0,15149.0,False
